Professor : ( Z : 0.166667 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : 185.334 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : 185.501 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : 185.668 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : 185.834 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : 186.001 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : 186.168 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : 186.334 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : 186.501 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : 186.668 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : 186.834 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : 187.001 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : 187.168 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : 187.334 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : 187.501 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : 187.668 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : 187.834 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : 188.001 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : 188.168 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : 188.334 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : 188.501 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : 188.668 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : 188.834 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : 189.001 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : 189.168 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : 189.334 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : 189.501 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : 189.668 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : 189.834 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : 190.001 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : 190.168 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : 190.334 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : 190.501 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : 190.668 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : 190.834 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : 191.001 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : 191.168 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : 191.334 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : 191.501 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : 191.668 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : 191.834 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : 192.001 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : 192.168 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : 192.335 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : 192.501 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : 192.668 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : 192.835 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : 193.001 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : 193.168 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : 193.335 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : 193.501 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : 193.668 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : 193.835 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : 194.001 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : 194.168 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : 194.335 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : 194.501 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : 194.668 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : 194.835 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : 195.001 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : 195.168 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : 195.335 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : 195.501 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : 195.668 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : 195.835 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : 196.001 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : 196.168 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : 196.335 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : 196.501 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : 196.668 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : 196.835 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : 197.001 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : 197.168 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : 197.335 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : 197.501 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : 197.668 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : 197.835 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : 198.001 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : 198.168 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : 198.335 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : 198.501 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : 198.668 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : 198.835 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : 199.001 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : 199.168 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : 199.335 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : 199.501 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : 199.668 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : 199.835 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : 200.001 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : 200.168 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : 200.335 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : 200.501 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : 200.668 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : 200.835 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : 201.001 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : 201.168 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : 201.335 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : 201.501 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : 201.668 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : 201.835 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : 202.001 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : 202.168 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : 202.335 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : 202.501 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : 202.668 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : 202.835 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : 203.001 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : 203.168 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : 203.335 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : 203.502 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : 203.668 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : 203.835 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : 204.002 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : 204.168 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : 204.335 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : 204.502 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : 204.668 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : 204.835 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : 205.002 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : 205.168 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : 205.335 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : 205.502 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : 205.668 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : 205.835 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : 206.002 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : 206.168 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : 206.335 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : 206.502 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : 206.668 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : 206.835 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : 207.002 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : 207.168 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : 207.335 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : 207.502 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : 207.668 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : 207.835 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : 208.002 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : 208.168 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : 208.335 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : 208.502 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : 208.668 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : 208.835 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : 209.002 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : 209.168 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : 209.335 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : 209.502 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : 209.668 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : 209.835 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : 210.002 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : 210.168 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : 210.335 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : 210.502 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : 210.668 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : 210.835 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : 211.002 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : 211.168 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : 211.335 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : 211.502 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : 211.668 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : 211.835 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : 212.002 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : 212.168 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : 212.335 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : 212.502 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : 212.668 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : 212.835 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : 213.002 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : 213.168 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : 213.335 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : 213.502 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : 213.668 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : 213.835 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : 214.002 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : 214.169 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : 214.335 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : 214.502 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : 214.669 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : 214.835 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : 215.002 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : 215.169 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : 215.335 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : 215.502 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : 215.669 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : 215.835 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : 216.002 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : 216.169 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : 216.335 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : 216.502 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : 216.669 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : 216.835 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : 217.002 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : 217.169 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : 217.335 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : 217.502 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : 217.669 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : 217.835 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : 218.002 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : 218.169 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : 218.335 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : 218.502 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : 218.669 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : 218.835 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : 219.002 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : 219.169 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : 219.335 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : 219.502 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : 219.669 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : 219.835 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : 220.002 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : 220.169 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : 220.335 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : 220.502 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : 220.669 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : 220.835 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : 221.002 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : 221.169 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : 221.335 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : 221.502 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : 221.669 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : 221.835 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : 222.002 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : 222.169 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : 222.335 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : 222.502 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : 222.669 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : 222.835 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : 223.002 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : 223.169 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : 223.335 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : 223.502 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : 223.669 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : 223.835 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : 224.002 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : 224.169 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : 224.335 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : 224.502 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : 224.669 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : 224.835 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : 225.002 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : 225.169 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : 225.336 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : 225.502 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : 225.669 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : 225.836 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : 226.002 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : 226.169 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : 226.336 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : 226.502 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : 226.669 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : 226.836 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : 227.002 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : 227.169 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : 227.336 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : 227.502 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : 227.669 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : 227.836 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : 228.002 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : 228.169 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : 228.336 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : 228.502 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : 228.669 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : 228.836 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : 229.002 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : 229.169 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : 229.336 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : 229.502 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : 229.669 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : 229.836 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : 230.002 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : 230.169 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : 230.336 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : 230.502 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : 230.669 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : 230.836 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : 231.002 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : 231.169 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : 231.336 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : 231.502 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : 231.669 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : 231.836 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : 232.002 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : 232.169 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : 232.336 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : 232.502 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : 232.669 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : 232.836 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : 233.002 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : 233.169 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : 233.336 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : 233.502 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : 233.669 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : 233.836 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : 234.002 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : 234.169 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : 234.336 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : 234.502 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : 234.669 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : 234.836 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : 235.002 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : 235.169 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : 235.336 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : 235.502 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : 235.669 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : 235.836 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : 236.003 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : 236.169 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : 236.336 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : 236.503 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : 236.669 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : 236.836 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : 237.003 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : 237.169 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : 237.336 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : 237.503 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : 237.669 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : 237.836 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : 238.003 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : 238.169 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : 238.336 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : 238.503 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : 238.669 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : 238.836 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : 239.003 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : 239.169 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : 239.336 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : 239.503 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : 239.669 )   Fish : ( X : 143.301, Z : 74.9999 )
Professor : ( Z : 239.836 )   Fish : ( X : 148.296, Z : 87.059 )
Professor : ( Z : 240.003 )   Fish : ( X : 150, Z : 100 )
Professor : ( Z : 240.169 )   Fish : ( X : 148.296, Z : 112.941 )
Professor : ( Z : 240.336 )   Fish : ( X : 143.301, Z : 125 )
Professor : ( Z : 240.503 )   Fish : ( X : 135.355, Z : 135.355 )
Professor : ( Z : 240.669 )   Fish : ( X : 125, Z : 143.301 )
Professor : ( Z : 240.836 )   Fish : ( X : 112.941, Z : 148.296 )
Professor : ( Z : 241.003 )   Fish : ( X : 100, Z : 150 )
Professor : ( Z : 241.169 )   Fish : ( X : 87.0591, Z : 148.296 )
Professor : ( Z : 241.336 )   Fish : ( X : 75, Z : 143.301 )
Professor : ( Z : 241.503 )   Fish : ( X : 64.6447, Z : 135.355 )
Professor : ( Z : 241.669 )   Fish : ( X : 56.6987, Z : 125 )
Professor : ( Z : 241.836 )   Fish : ( X : 51.7037, Z : 112.941 )
Professor : ( Z : 242.003 )   Fish : ( X : 50, Z : 100 )
Professor : ( Z : 242.169 )   Fish : ( X : 51.7037, Z : 87.0591 )
Professor : ( Z : 242.336 )   Fish : ( X : 56.6987, Z : 75 )
Professor : ( Z : 242.503 )   Fish : ( X : 64.6446, Z : 64.6447 )
Professor : ( Z : 242.669 )   Fish : ( X : 75, Z : 56.6988 )
Professor : ( Z : 242.836 )   Fish : ( X : 87.059, Z : 51.7037 )
Professor : ( Z : 243.003 )   Fish : ( X : 100, Z : 50 )
Professor : ( Z : 243.169 )   Fish : ( X : 112.941, Z : 51.7037 )
Professor : ( Z : 243.336 )   Fish : ( X : 125, Z : 56.6987 )
Professor : ( Z : 243.503 )   Fish : ( X : 135.355, Z : 64.6446 )
Professor : ( Z : 243.669 )   Fish : ( X : 143.301, Z : 74.9999 )
